,x1,text,time,name,party,for_blm,against_blm,topic_blm
125,40467,"I commend 
@POTUS
’ nomination of Judge Barrett to #SCOTUS. She’ll embody the precedent est. by Justice RBG & prove that a woman can be a wife, mother, & person of faith, while still effectively performing her duties as a justice. Full statement: https://governor.alabama.gov/newsroom/2020/09/governor-ivey-issues-statement-in-support-for-nomination-of-amy-coney-barrett-for-the-supreme-court-of-the-united-states/… #alpolitics",2020-09-26 21:08:54,Kay Ivey,Republican,0,0,0
126,40491,"I’d like to reiterate my appreciation to the first responders, lineman, 
@AlabamaNG
, Marine Police, Troopers, local police & sheriff’s deputies and countless others for working around the clock to help your fellow neighbors. #alpolitics #HurricaneSally",2020-09-18 20:12:47,Kay Ivey,Republican,0,1,1
127,40508,"As the water continues to recede, which may take a few days, we’ll see a more accurate report on the level of devastation. I’m grateful to the first responders, lineman, 
@AlabamaNG
, Marine Police, Troopers, local police & sheriff’s deputies & countless others. #alwx #alpolitics",2020-09-17 15:08:30,Kay Ivey,Republican,0,1,1
128,40661,"This afternoon, I joined the Alabama Legislative Black Caucus for an important discussion regarding law enforcement. I appreciate the caucus & officers for sharing their input on how we can better support our men & women in uniform and strengthen our communities. #alpolitics",2020-07-23 21:45:40,Kay Ivey,Republican,0,1,1
129,40783,"Today, I’ve ordered flags be flown at half-staff for Moody Police Sgt. Stephen Williams. We’re grateful for his 23 years of service in law enforcement. Please join me in praying for his wife & children, his fellow officers & his community. #ThinBlueLine https://governor.alabama.gov/newsroom/2020/06/moody-police-sgt-stephen-williams/…",2020-06-08 15:05:16,Kay Ivey,Republican,0,0,0
130,40794,"While there is no immediate need for us to deploy our 
@AlabamaNG
, I have given authorization to Adjutant General Sheryl Gordon to be on standby, should our local and state law enforcement need additional support. Full statement: https://governor.alabama.gov/newsroom/2020/06/governor-ivey-issues-statement-on-authorization-of-alabama-national-guard-on-as-needed-basis-2/… #alpolitics",2020-06-01 15:55:18,Kay Ivey,Republican,0,1,1
131,40795,I’ll always support the right of the people of Alabama to peacefully lift your voices in anger & frustration. We will show respect to ourselves & to each other through this process. Full statement: https://governor.alabama.gov/newsroom/2020/06/governor-ivey-issues-statement-in-response-to-birmingham-protests/…,2020-06-01 14:38:00,Kay Ivey,Republican,1,0,1
132,40833,"I’ve directed flags be flown at half-staff today in honor of Peace Officers Memorial Day. We are proud to show our support for the brave men & women who protect our communities, state & nation each day. https://bit.ly/2AzGmXP  #NationalPoliceWeek #BackTheBlue 
@ALEAprotects",2020-05-15 13:30:00,Kay Ivey,Republican,0,1,1
133,43533,"Today we recognize Idaho's firefighters, police, paramedics, and more. Thank you first responders!",2020-10-28 18:27:05,Brad Little,Republican,0,1,1
134,43723,I pray for the safety of our citizens and our law enforcement officers. God bless George Floyd and the men and women who are standing up in peace for a fair and equitable criminal justice system in America.,2020-06-01 23:27:37,Brad Little,Republican,1,1,1
135,45341,"Hundreds have gathered peacefully to speak out against social injustice. But their voices are being drowned out by others taking advantage of this time to sow mayhem.

I signed this proclamation so commonwealth resources can be provided quickly to protect lives and property.",2020-10-28 20:41:06,Tom Wolf,Democratic,1,0,1
136,45598,"With marijuana legalization, we can restore justice to those who have endured extreme punishments for marijuana-related offenses.
 
Decriminalizing marijuana is an important and overdue step when it comes to criminal justice reform.",2020-09-03 17:45:54,Tom Wolf,Democratic,0,0,0
137,45625,"At the Capitol today to help unveil a monument honoring the legacy of the Old 8th Ward, a Black neighborhood razed to make way for the Capitol complex expansion in the 1900s.

This monument is a reminder to us all that the fight for civic engagement and racial justice continues.",2020-08-26 21:01:15,Tom Wolf,Democratic,1,0,1
138,45630,"I'm calling on the legislature to legalize recreational marijuana, with the revenue going to:
 
 Small business grant funding
 Restorative justice programs

At the same time, we must pursue policies that restore justice for individuals convicted of marijuana-related offenses.",2020-08-25 14:26:06,Tom Wolf,Democratic,0,0,0
139,45702,"The following groups are authorized to enforce business closure orders and safety orders to the full extent of the law:
 Local officials and law enforcement
 @PAStatePolice
 @PAHealthDept
 @PAAgriculture
 @PALaborIndustry
 Pennsylvania Liquor Control Board",2020-08-06 12:09:39,Tom Wolf,Democratic,0,1,1
140,45737,"The anti-Semitic meme shared by Philadelphia 0ACP president Minister Rodney Muhammad is vile.

Sharing this type of racist content is unacceptable—especially from a civic leader.

I’m joining the call for Minister Muhammad to resign. Hate has no place in Pennsylvania.",2020-07-28 18:55:46,Tom Wolf,Democratic,0,0,0
141,45752,"I signed an executive order to create a Citizen Advisory Commission to improve state law enforcement.
 
My administration is committed to bipartisan criminal justice reforms that are fair, inclusive, and support public safety.",2020-07-27 12:00:01,Tom Wolf,Democratic,1,0,1
142,45758,"Police officers shouldn’t be able to escape accountability for past actions by switching departments.
 
That’s why I signed legislation that will require all law enforcement officers to reveal previous employment records when they apply for a new job.",2020-07-24 15:00:01,Tom Wolf,Democratic,1,0,1
143,45786,"My administration is committed to bipartisan criminal justice reforms that are fair and inclusive and support public safety.

This executive order moves us one more step forward to address the systemic failings that have created inequities and public mistrust of law enforcement.",2020-07-17 14:12:06,Tom Wolf,Democratic,1,0,1
144,45802,"Today’s bill signing expands on executive action I took in June to create more oversight for law enforcement and update police trainings, especially use-of-force procedures.
 
This is just a start. We must continue to implement reforms that fight systemic racism and oppression.",2020-07-14 14:00:46,Tom Wolf,Democratic,1,0,1
145,45849,"I’m virtually joining criminal justice advocates, legislators, and participants to celebrate one year of Clean Slate in PA.

Since this first-in-the-nation legislation took effect, 1 million PA’ians with minor criminal records and non-convictions have been given a second chance.",2020-06-30 18:36:45,Tom Wolf,Democratic,0,0,0
146,45856,"From our small towns to our big cities, people across Pennsylvania are standing together against racism and I couldn’t be prouder.

We can all do better. We must all do better. Change starts now. #BlackLivesMatter
: Johnstown, PA",2020-06-29 16:00:01,Tom Wolf,Democratic,1,0,1
147,45915,"I recently announced actions to reform Pennsylvania's law enforcement system with guidance from President Obama’s 21st Century Policing Task Force.
 
Enough is enough. We must address looming, systemic failings and longstanding inequalities against people of color.",2020-06-17 12:00:01,Tom Wolf,Democratic,1,0,1
148,45953,More on the actions I announced last week to address concerns about community relations with law enforcement,2020-06-11 15:01:07,Tom Wolf,Democratic,1,0,1
149,45955,"I’m taking executive action on police reform in Pennsylvania.
 
We can’t go on without acknowledging that our system was built on a foundation of racism.
 
We can do better. We must do better. Change starts now.",2020-06-11 12:00:01,Tom Wolf,Democratic,1,0,1
150,45970,"New advisory commission will review allegations of misconduct by law enforcement
 Helping municipalities create citizen advisory boards
 Starting a Racial and Ethnic Disparities subcommittee",2020-06-09 14:00:12,Tom Wolf,Democratic,1,0,1
151,45971,"Here are some of the first steps I’m taking to address concerns about community relations with law enforcement:
 New Deputy Inspector General role will focus on preventing fraud, waste, misconduct, and abuse by law enforcement agencies",2020-06-09 14:00:12,Tom Wolf,Democratic,1,0,1
152,45990,"There’s more to do. 

I am committed to building a better, more equitable democracy in Pennsylvania, and I thank the thousands of peaceful protestors who have bravely stood up in the face of injustice to make their voices heard.

I’m listening.

#BlackLivesMatter",2020-06-05 12:05:24,Tom Wolf,Democratic,1,0,1
153,45991,"We’ve already had some success. 

In 2016, we implemented a fair funding formula to more equally fund school districts. 

We’ve come together on a bipartisan basis to pass criminal justice reform legislation.",2020-06-05 12:05:24,Tom Wolf,Democratic,0,0,0
154,45992,"A couple of days ago, Pennsylvania’s police reform workgroup put forward thoughtful proposals to improve community-police relationships at all levels. 

I’m working with them to implement their recommendations and pass legislation to address inequalities.",2020-06-05 12:05:24,Tom Wolf,Democratic,1,0,1
155,45994,"We are going to work with municipalities to develop citizen police advisory boards and organizations that provide transparency and independent accountability.

We also will do this at a statewide level to ensure we address all incidents of misconduct within our own agencies.",2020-06-05 12:05:23,Tom Wolf,Democratic,1,0,1
